Product_ID,Product_Title,Product_Type,Product_Published_At,Product_Variant_Id,Variant_Price,Variant_Inventory_Quantity,Variant_Created_At,Product_Created_At
9018686079325,The Legendary,Gift Boxes,,50219986911581,50.99,10,2024-03-06T19:17:25+01:00,2024-03-06T19:17:24+01:00
7594500653222,The Luxe,Christmas gift boxes,,43676776399014,54.99,0,2022-11-01T20:31:18+01:00,2022-11-01T20:31:17+01:00
7594500653222,The Luxe,Christmas gift boxes,,43676776431782,54.99,0,2022-11-01T20:31:18+01:00,2022-11-01T20:31:17+01:00
7594500653222,The Luxe,Christmas gift boxes,,43752795504806,54.99,0,2022-11-21T14:59:11+01:00,2022-11-01T20:31:17+01:00
8339498074461,The Luxe,,,46363787592029,59.99,0,2023-03-10T19:39:54+01:00,2023-03-10T19:39:54+01:00
8339498074461,The Luxe,,,46363787624797,59.99,0,2023-03-10T19:39:54+01:00,2023-03-10T19:39:54+01:00
8339498074461,The Luxe,,,46363787657565,59.99,0,2023-03-10T19:39:54+01:00,2023-03-10T19:39:54+01:00
9994567287133,The Nutcracker Christmas Gift Box,,2024-10-30T21:12:38+01:00,54362539884893,66.99,2,2024-10-26T18:58:40+02:00,2024-10-26T18:58:39+02:00
9994567287133,The Nutcracker Christmas Gift Box,,2024-10-30T21:12:38+01:00,54362539917661,66.99,4,2024-10-26T18:58:40+02:00,2024-10-26T18:58:39+02:00
9994567287133,The Nutcracker Christmas Gift Box,,2024-10-30T21:12:38+01:00,54362539950429,66.99,3,2024-10-26T18:58:40+02:00,2024-10-26T18:58:39+02:00
9994567287133,The Nutcracker Christmas Gift Box,,2024-10-30T21:12:38+01:00,54362539983197,66.99,4,2024-10-26T18:58:40+02:00,2024-10-26T18:58:39+02:00
9994567287133,The Nutcracker Christmas Gift Box,,2024-10-30T21:12:38+01:00,54362540015965,66.99,2,2024-10-26T18:58:40+02:00,2024-10-26T18:58:39+02:00
9994567287133,The Nutcracker Christmas Gift Box,,2024-10-30T21:12:38+01:00,54362540048733,66.99,4,2024-10-26T18:58:40+02:00,2024-10-26T18:58:39+02:00
7594481680550,The Stylish,Christmas gift boxes,,43676671344806,59.99,0,2022-11-01T19:23:44+01:00,2022-11-01T19:23:43+01:00
8339503677789,The Stylish,,,46363817574749,69.99,0,2023-03-10T20:27:45+01:00,2023-03-10T20:27:45+01:00
8339503677789,The Stylish,,,46363817607517,69.99,0,2023-03-10T20:27:45+01:00,2023-03-10T20:27:45+01:00
8339503677789,The Stylish,,,46363817640285,69.99,0,2023-03-10T20:27:45+01:00,2023-03-10T20:27:45+01:00
7368122695846,The travellers pack,Gift Boxes,,42660124393638,49.99,0,2022-04-25T20:22:48+02:00,2022-04-25T20:22:48+02:00
7365806522534,The Ultimate,Gift Boxes,,42648559419558,54.99,0,2022-04-23T12:23:41+02:00,2022-04-23T12:13:00+02:00
7365806522534,The Ultimate,Gift Boxes,,42648559452326,54.99,0,2022-04-23T12:23:41+02:00,2022-04-23T12:13:00+02:00
7594535223462,The Ultimate,Christmas gift boxes,,43676977266854,69.99,0,2022-11-01T22:47:06+01:00,2022-11-01T22:47:05+01:00
8339501941085,The Ultimate,,,46363808498013,34.99,-2,2023-03-10T20:15:29+01:00,2023-03-10T20:15:29+01:00
8719896707421,The Ultimate,Gift Boxes,,49041821729117,50.99,8,2023-11-04T18:46:19+01:00,2023-11-04T18:46:19+01:00
9018581647709,The Ultimate,Gift Boxes,,50219534647645,38.99,10,2024-03-06T18:10:51+01:00,2024-03-06T18:10:49+01:00
9018581647709,The Ultimate,Gift Boxes,,50219534680413,38.99,10,2024-03-06T18:10:51+01:00,2024-03-06T18:10:49+01:00
9018581647709,The Ultimate,Gift Boxes,,50219534745949,38.99,10,2024-03-06T18:10:51+01:00,2024-03-06T18:10:49+01:00
14753422180701,The Ultimate Christmas Gift,Christmas gift boxes,2024-11-23T10:58:34+01:00,54881136279901,49.99,19,2024-11-23T11:00:42+01:00,2024-11-19T08:41:58+01:00
14753422180701,The Ultimate Christmas Gift,Christmas gift boxes,2024-11-23T10:58:34+01:00,54881136312669,49.99,19,2024-11-23T11:00:42+01:00,2024-11-19T08:41:58+01:00
14753422180701,The Ultimate Christmas Gift,Christmas gift boxes,2024-11-23T10:58:34+01:00,54881136345437,49.99,19,2024-11-23T11:00:42+01:00,2024-11-19T08:41:58+01:00
8432727818589,Thermo Timeless Latte Bottle,Sustainable Water Bottles,2023-06-07T14:21:01+02:00,46969987072349,34.0,5,2023-06-07T14:21:01+02:00,2023-06-07T14:21:01+02:00
